go_acc	go_domain
GO:0004572	molecular_function
GO:0004573	molecular_function
GO:0004574	molecular_function
GO:0004575	molecular_function
GO:0004576	molecular_function
GO:0004577	molecular_function
GO:0004578	molecular_function
GO:0004579	molecular_function
GO:0004581	molecular_function
GO:0004582	molecular_function
GO:0004583	molecular_function
GO:0004584	molecular_function
GO:0004585	molecular_function
GO:0004586	molecular_function
GO:0004587	molecular_function
GO:0004588	molecular_function
GO:0004590	molecular_function
GO:0004591	molecular_function
GO:0004594	molecular_function
GO:0004595	molecular_function
GO:0004596	molecular_function
GO:0004597	molecular_function
GO:0004598	molecular_function
GO:0004601	molecular_function
GO:0004602	molecular_function
GO:0004603	molecular_function
GO:0004605	molecular_function
GO:0004607	molecular_function
GO:0004608	molecular_function
GO:0004609	molecular_function
GO:0004610	molecular_function
GO:0004611	molecular_function
GO:0004613	molecular_function
GO:0004614	molecular_function
GO:0004615	molecular_function
GO:0004616	molecular_function
GO:0004617	molecular_function
GO:0004618	molecular_function
GO:0004619	molecular_function
GO:0004620	molecular_function
GO:0004621	molecular_function
GO:0004622	molecular_function
GO:0004623	molecular_function
GO:0004629	molecular_function
GO:0004630	molecular_function
GO:0004631	molecular_function
GO:0004632	molecular_function
GO:0004633	molecular_function
GO:0004634	molecular_function
GO:0004637	molecular_function
GO:0004638	molecular_function
GO:0004639	molecular_function
GO:0004641	molecular_function
GO:0004642	molecular_function
GO:0004643	molecular_function
GO:0004644	molecular_function
GO:0004645	molecular_function
GO:0004647	molecular_function
GO:0004648	molecular_function
GO:0004649	molecular_function
GO:0004651	molecular_function
GO:0004652	molecular_function
GO:0004653	molecular_function
GO:0004654	molecular_function
GO:0004655	molecular_function
GO:0004656	molecular_function
GO:0004657	molecular_function
GO:0004658	molecular_function
GO:0004659	molecular_function
GO:0004660	molecular_function
GO:0004661	molecular_function
GO:0004662	molecular_function
GO:0004663	molecular_function
GO:0004666	molecular_function
GO:0004667	molecular_function
GO:0004668	molecular_function
GO:0004671	molecular_function
GO:0004672	molecular_function
GO:0004673	molecular_function
GO:0004674	molecular_function
GO:0004675	molecular_function
GO:0004676	molecular_function
GO:0004677	molecular_function
GO:0004679	molecular_function
GO:0004683	molecular_function
GO:0004686	molecular_function
GO:0004687	molecular_function
GO:0004689	molecular_function
GO:0004691	molecular_function
GO:0004692	molecular_function
GO:0004693	molecular_function
GO:0004694	molecular_function
GO:0004697	molecular_function
GO:0004698	molecular_function
GO:0004699	molecular_function
GO:0004703	molecular_function
GO:0004704	molecular_function
GO:0004705	molecular_function
GO:0004706	molecular_function
GO:0004707	molecular_function
GO:0004708	molecular_function
GO:0004709	molecular_function
GO:0004711	molecular_function
GO:0004712	molecular_function
GO:0004713	molecular_function
GO:0004714	molecular_function
GO:0004715	molecular_function
GO:0004719	molecular_function
GO:0004720	molecular_function
GO:0004721	molecular_function
GO:0004722	molecular_function
GO:0004723	molecular_function
GO:0004724	molecular_function
GO:0004725	molecular_function
GO:0004726	molecular_function
GO:0004727	molecular_function
GO:0004729	molecular_function
GO:0004731	molecular_function
GO:0004733	molecular_function
GO:0004735	molecular_function
GO:0004736	molecular_function
GO:0004738	molecular_function
GO:0004739	molecular_function
GO:0004740	molecular_function
GO:0004741	molecular_function
GO:0004742	molecular_function
GO:0004743	molecular_function
GO:0004744	molecular_function
GO:0004745	molecular_function
GO:0004747	molecular_function
GO:0004748	molecular_function
GO:0004749	molecular_function
GO:0004750	molecular_function
GO:0004751	molecular_function
GO:0004753	molecular_function
GO:0004756	molecular_function
GO:0004757	molecular_function
GO:0004758	molecular_function
GO:0004760	molecular_function
GO:0004766	molecular_function
GO:0004767	molecular_function
GO:0004768	molecular_function
GO:0004769	molecular_function
GO:0004771	molecular_function
GO:0004772	molecular_function
GO:0004773	molecular_function
GO:0004774	molecular_function
GO:0004775	molecular_function
GO:0004776	molecular_function
GO:0004777	molecular_function
GO:0004778	molecular_function
GO:0004781	molecular_function
GO:0004782	molecular_function
GO:0004784	molecular_function
GO:0004788	molecular_function
GO:0004790	molecular_function
GO:0004791	molecular_function
GO:0004792	molecular_function
GO:0004794	molecular_function
GO:0004795	molecular_function
GO:0004796	molecular_function
GO:0004797	molecular_function
GO:0004798	molecular_function
GO:0004799	molecular_function
GO:0004800	molecular_function
GO:0004801	molecular_function
GO:0004802	molecular_function
GO:0004803	molecular_function
GO:0004806	molecular_function
GO:0004807	molecular_function
GO:0004809	molecular_function
GO:0004812	molecular_function
GO:0004813	molecular_function
GO:0004814	molecular_function
GO:0004815	molecular_function
GO:0004816	molecular_function
GO:0004817	molecular_function
GO:0004818	molecular_function
GO:0004819	molecular_function
GO:0004820	molecular_function
GO:0004821	molecular_function
GO:0004822	molecular_function
GO:0004823	molecular_function
GO:0004824	molecular_function
GO:0004825	molecular_function
GO:0004826	molecular_function
GO:0004827	molecular_function
GO:0004828	molecular_function
GO:0004829	molecular_function
GO:0004830	molecular_function
GO:0004831	molecular_function
GO:0004832	molecular_function
GO:0004833	molecular_function
GO:0004835	molecular_function
GO:0004838	molecular_function
GO:0004839	molecular_function
GO:0004842	molecular_function
GO:0004843	molecular_function
GO:0004844	molecular_function
GO:0004849	molecular_function
GO:0004850	molecular_function
GO:0004852	molecular_function
GO:0004853	molecular_function
GO:0004854	molecular_function
GO:0004855	molecular_function
GO:0004856	molecular_function
GO:0004857	molecular_function
GO:0004859	molecular_function
GO:0004860	molecular_function
GO:0004861	molecular_function
GO:0004862	molecular_function
GO:0004864	molecular_function
GO:0004865	molecular_function
GO:0004866	molecular_function
GO:0004867	molecular_function
GO:0004869	molecular_function
GO:0004873	molecular_function
GO:0004875	molecular_function
GO:0004876	molecular_function
GO:0004877	molecular_function
GO:0004878	molecular_function
GO:0004879	molecular_function
GO:0004883	molecular_function
GO:0004888	molecular_function
GO:0004890	molecular_function
GO:0004896	molecular_function
GO:0004897	molecular_function
GO:0004900	molecular_function
GO:0004903	molecular_function
GO:0004904	molecular_function
GO:0004905	molecular_function
GO:0004906	molecular_function
GO:0004908	molecular_function
GO:0004909	molecular_function
GO:0004910	molecular_function
GO:0004911	molecular_function
GO:0004912	molecular_function
GO:0004913	molecular_function
GO:0004914	molecular_function
GO:0004915	molecular_function
GO:0004917	molecular_function
GO:0004918	molecular_function
GO:0004919	molecular_function
GO:0004920	molecular_function
GO:0004921	molecular_function
GO:0004923	molecular_function
GO:0004924	molecular_function
GO:0004925	molecular_function
GO:0004930	molecular_function
GO:0004931	molecular_function
GO:0004935	molecular_function
GO:0004937	molecular_function
GO:0004938	molecular_function
GO:0004939	molecular_function
GO:0004940	molecular_function
GO:0004941	molecular_function
GO:0004945	molecular_function
GO:0004946	molecular_function
GO:0004947	molecular_function
GO:0004948	molecular_function
GO:0004949	molecular_function
GO:0004950	molecular_function
GO:0004951	molecular_function
GO:0004952	molecular_function
GO:0004955	molecular_function
GO:0004956	molecular_function
GO:0004957	molecular_function
GO:0004958	molecular_function
GO:0004960	molecular_function
GO:0004961	molecular_function
GO:0004962	molecular_function
GO:0004963	molecular_function
GO:0004964	molecular_function
GO:0004965	molecular_function
GO:0004966	molecular_function
GO:0004967	molecular_function
GO:0004968	molecular_function
GO:0004969	molecular_function
GO:0004970	molecular_function
GO:0004971	molecular_function
GO:0004972	molecular_function
GO:0004974	molecular_function
GO:0004977	molecular_function
GO:0004978	molecular_function
GO:0004979	molecular_function
GO:0004980	molecular_function
GO:0004982	molecular_function
GO:0004983	molecular_function
GO:0004984	molecular_function
GO:0004985	molecular_function
GO:0004990	molecular_function
GO:0004991	molecular_function
GO:0004992	molecular_function
GO:0004993	molecular_function
GO:0004994	molecular_function
GO:0004995	molecular_function
GO:0004996	molecular_function
GO:0004997	molecular_function
GO:0004998	molecular_function
GO:0004999	molecular_function
GO:0005000	molecular_function
GO:0005001	molecular_function
GO:0005003	molecular_function
GO:0005004	molecular_function
GO:0005005	molecular_function
GO:0005006	molecular_function
GO:0005007	molecular_function
GO:0005008	molecular_function
GO:0005009	molecular_function
GO:0005010	molecular_function
GO:0005011	molecular_function
GO:0005017	molecular_function
GO:0005018	molecular_function
GO:0005019	molecular_function
GO:0005020	molecular_function
GO:0005021	molecular_function
GO:0005024	molecular_function
GO:0005025	molecular_function
GO:0005026	molecular_function
GO:0005030	molecular_function
GO:0005031	molecular_function
GO:0005034	molecular_function
GO:0005035	molecular_function
GO:0005041	molecular_function
GO:0005042	molecular_function
GO:0005043	molecular_function
GO:0005044	molecular_function
GO:0005046	molecular_function
GO:0005047	molecular_function
GO:0005048	molecular_function
GO:0005049	molecular_function
GO:0005052	molecular_function
GO:0005053	molecular_function
GO:0005055	molecular_function
GO:0005068	molecular_function
GO:0005070	molecular_function
GO:0005072	molecular_function
GO:0005078	molecular_function
GO:0005080	molecular_function
GO:0005085	molecular_function
GO:0005086	molecular_function
GO:0005087	molecular_function
GO:0005088	molecular_function
GO:0005089	molecular_function
GO:0005090	molecular_function
GO:0005092	molecular_function
GO:0005093	molecular_function
GO:0005094	molecular_function
GO:0005095	molecular_function
GO:0005096	molecular_function
GO:0005102	molecular_function
GO:0005104	molecular_function
GO:0005105	molecular_function
GO:0005109	molecular_function
GO:0005111	molecular_function
GO:0005112	molecular_function
GO:0005113	molecular_function
GO:0005114	molecular_function
GO:0005115	molecular_function
GO:0005119	molecular_function
GO:0005121	molecular_function
GO:0005123	molecular_function
GO:0005124	molecular_function
GO:0005125	molecular_function
GO:0005126	molecular_function
GO:0005127	molecular_function
GO:0005128	molecular_function
GO:0005129	molecular_function
GO:0005130	molecular_function
GO:0005131	molecular_function
GO:0005132	molecular_function
GO:0005133	molecular_function
GO:0005134	molecular_function
GO:0005135	molecular_function
GO:0005136	molecular_function
GO:0005137	molecular_function
GO:0005138	molecular_function
GO:0005139	molecular_function
GO:0005140	molecular_function
GO:0005141	molecular_function
GO:0005142	molecular_function
GO:0005143	molecular_function
GO:0005144	molecular_function
GO:0005146	molecular_function
GO:0005147	molecular_function
GO:0005148	molecular_function
GO:0005149	molecular_function
GO:0005150	molecular_function
GO:0005151	molecular_function
GO:0005152	molecular_function
GO:0005153	molecular_function
GO:0005154	molecular_function
GO:0005157	molecular_function
GO:0005158	molecular_function
GO:0005159	molecular_function
GO:0005160	molecular_function
GO:0005161	molecular_function
GO:0005163	molecular_function
GO:0005164	molecular_function
GO:0005165	molecular_function
GO:0005166	molecular_function
GO:0005168	molecular_function
GO:0005169	molecular_function
GO:0005170	molecular_function
GO:0005171	molecular_function
GO:0005172	molecular_function
GO:0005173	molecular_function
GO:0005174	molecular_function
GO:0005175	molecular_function
GO:0005176	molecular_function
GO:0005178	molecular_function
GO:0005179	molecular_function
GO:0005183	molecular_function
GO:0005184	molecular_function
GO:0005185	molecular_function
GO:0005198	molecular_function
GO:0005199	molecular_function
GO:0005200	molecular_function
GO:0005201	molecular_function
GO:0005212	molecular_function
GO:0005215	molecular_function
GO:0005216	molecular_function
GO:0005219	molecular_function
GO:0005220	molecular_function
GO:0005221	molecular_function
GO:0005222	molecular_function
GO:0005223	molecular_function
GO:0005225	molecular_function
GO:0005227	molecular_function
GO:0005228	molecular_function
GO:0005229	molecular_function
GO:0005230	molecular_function
GO:0005231	molecular_function
GO:0005234	molecular_function
GO:0005237	molecular_function
GO:0005242	molecular_function
GO:0005243	molecular_function
GO:0005244	molecular_function
GO:0005245	molecular_function
GO:0005246	molecular_function
GO:0005247	molecular_function
GO:0005248	molecular_function
GO:0005249	molecular_function
GO:0005250	molecular_function
GO:0005251	molecular_function
GO:0005252	molecular_function
GO:0005253	molecular_function
GO:0005254	molecular_function
GO:0005260	molecular_function
GO:0005261	molecular_function
GO:0005262	molecular_function
GO:0005267	molecular_function
GO:0005272	molecular_function
GO:0005275	molecular_function
GO:0005277	molecular_function
GO:0005280	molecular_function
GO:0005283	molecular_function
GO:0005289	molecular_function
GO:0005290	molecular_function
GO:0005292	molecular_function
GO:0005298	molecular_function
GO:0005302	molecular_function
GO:0005307	molecular_function
GO:0005308	molecular_function
GO:0005309	molecular_function
GO:0005310	molecular_function
GO:0005313	molecular_function
GO:0005314	molecular_function
GO:0005315	molecular_function
GO:0005316	molecular_function
GO:0005319	molecular_function
GO:0005324	molecular_function
GO:0005326	molecular_function
GO:0005328	molecular_function
GO:0005330	molecular_function
GO:0005332	molecular_function
GO:0005334	molecular_function
GO:0005335	molecular_function
GO:0005337	molecular_function
GO:0005338	molecular_function
GO:0005343	molecular_function
GO:0005344	molecular_function
GO:0005345	molecular_function
GO:0005347	molecular_function
GO:0005350	molecular_function
GO:0005351	molecular_function
GO:0005353	molecular_function
GO:0005355	molecular_function
GO:0005362	molecular_function
GO:0005366	molecular_function
GO:0005367	molecular_function
GO:0005368	molecular_function
GO:0005369	molecular_function
GO:0005372	molecular_function
GO:0005375	molecular_function
GO:0005381	molecular_function
GO:0005384	molecular_function
GO:0005385	molecular_function
GO:0005388	molecular_function
GO:0005391	molecular_function
GO:0005395	molecular_function
GO:0005412	molecular_function
GO:0005415	molecular_function
GO:0005427	molecular_function
GO:0005432	molecular_function
GO:0005436	molecular_function
GO:0005451	molecular_function
GO:0005452	molecular_function
GO:0005456	molecular_function
GO:0005457	molecular_function
GO:0005459	molecular_function
GO:0005460	molecular_function
GO:0005461	molecular_function
GO:0005462	molecular_function
GO:0005463	molecular_function
GO:0005464	molecular_function
GO:0005471	molecular_function
GO:0005477	molecular_function
GO:0005483	molecular_function
GO:0005484	molecular_function
GO:0005496	molecular_function
GO:0005497	molecular_function
GO:0005499	molecular_function
GO:0005501	molecular_function
GO:0005502	molecular_function
GO:0005503	molecular_function
GO:0005504	molecular_function
GO:0005506	molecular_function
GO:0005507	molecular_function
GO:0005509	molecular_function
GO:0005513	biological_process
GO:0005515	molecular_function
GO:0005516	molecular_function
GO:0005518	molecular_function
GO:0005519	molecular_function
GO:0005520	molecular_function
GO:0005521	molecular_function
GO:0005522	molecular_function
GO:0005523	molecular_function
GO:0005524	molecular_function
GO:0005525	molecular_function
GO:0005527	molecular_function
GO:0005528	molecular_function
GO:0005534	molecular_function
GO:0005536	molecular_function
GO:0005537	molecular_function
GO:0005539	molecular_function
GO:0005540	molecular_function
GO:0005542	molecular_function
GO:0005543	molecular_function
GO:0005544	molecular_function
GO:0005545	molecular_function
GO:0005546	molecular_function
GO:0005547	molecular_function
GO:0005548	molecular_function
GO:0005549	molecular_function
GO:0005550	molecular_function
GO:0005575	cellular_component
GO:0005576	cellular_component
GO:0005577	cellular_component
GO:0005579	cellular_component
GO:0005581	cellular_component
GO:0005582	cellular_component
GO:0005583	cellular_component
GO:0005584	cellular_component
GO:0005585	cellular_component
GO:0005586	cellular_component
GO:0005587	cellular_component
GO:0005588	cellular_component
GO:0005589	cellular_component
GO:0005590	cellular_component
GO:0005591	cellular_component
GO:0005592	cellular_component
GO:0005594	cellular_component
GO:0005595	cellular_component
GO:0005596	cellular_component
GO:0005597	cellular_component
GO:0005600	cellular_component
GO:0005602	cellular_component
GO:0005604	cellular_component
GO:0005606	cellular_component
GO:0005607	cellular_component
GO:0005608	cellular_component
GO:0005610	cellular_component
GO:0005614	cellular_component
GO:0005615	cellular_component
GO:0005622	cellular_component
GO:0005623	cellular_component
GO:0005634	cellular_component
GO:0005635	cellular_component
GO:0005637	cellular_component
GO:0005638	cellular_component
GO:0005639	cellular_component
GO:0005640	cellular_component
GO:0005641	cellular_component
GO:0005642	cellular_component
GO:0005643	cellular_component
GO:0005652	cellular_component
GO:0005654	cellular_component
GO:0005655	cellular_component
GO:0005656	cellular_component
GO:0005657	cellular_component
GO:0005658	cellular_component
GO:0005662	cellular_component
GO:0005663	cellular_component
GO:0005664	cellular_component
GO:0005665	cellular_component
GO:0005666	cellular_component
GO:0005667	cellular_component
GO:0005668	cellular_component
GO:0005669	cellular_component
GO:0005671	cellular_component
GO:0005672	cellular_component
GO:0005673	cellular_component
GO:0005674	cellular_component
GO:0005675	cellular_component
GO:0005677	cellular_component
GO:0005680	cellular_component
GO:0005681	cellular_component
GO:0005682	cellular_component
GO:0005683	cellular_component
GO:0005684	cellular_component
GO:0005685	cellular_component
GO:0005686	cellular_component
GO:0005687	cellular_component
GO:0005688	cellular_component
GO:0005689	cellular_component
GO:0005690	cellular_component
GO:0005691	cellular_component
GO:0005694	cellular_component
GO:0005697	cellular_component
GO:0005712	cellular_component
GO:0005713	cellular_component
GO:0005715	cellular_component
GO:0005719	cellular_component
GO:0005720	cellular_component
GO:0005721	cellular_component
GO:0005724	cellular_component
GO:0005726	cellular_component
GO:0005730	cellular_component
GO:0005731	cellular_component
GO:0005732	cellular_component
GO:0005736	cellular_component
GO:0005737	cellular_component
GO:0005739	cellular_component
GO:0005740	cellular_component
GO:0005741	cellular_component
GO:0005742	cellular_component
GO:0005743	cellular_component
GO:0005744	cellular_component
GO:0005745	cellular_component
GO:0005746	cellular_component
GO:0005747	cellular_component
GO:0005749	cellular_component
GO:0005750	cellular_component
GO:0005751	cellular_component
GO:0005753	cellular_component
GO:0005754	cellular_component
GO:0005757	cellular_component
GO:0005758	cellular_component
GO:0005759	cellular_component
GO:0005760	cellular_component
GO:0005761	cellular_component
GO:0005762	cellular_component
GO:0005763	cellular_component
GO:0005764	cellular_component
GO:0005765	cellular_component
GO:0005767	cellular_component
GO:0005768	cellular_component
GO:0005769	cellular_component
GO:0005770	cellular_component
GO:0005771	cellular_component
GO:0005773	cellular_component
GO:0005774	cellular_component
GO:0005776	cellular_component
GO:0005777	cellular_component
GO:0005778	cellular_component
GO:0005779	cellular_component
GO:0005782	cellular_component
GO:0005783	cellular_component
GO:0005784	cellular_component
GO:0005785	cellular_component
GO:0005786	cellular_component
GO:0005787	cellular_component
GO:0005788	cellular_component
GO:0005789	cellular_component
GO:0005790	cellular_component
GO:0005791	cellular_component
GO:0005793	cellular_component
GO:0005794	cellular_component
GO:0005795	cellular_component
GO:0005796	cellular_component
GO:0005797	cellular_component
GO:0005798	cellular_component
GO:0005801	cellular_component
GO:0005802	cellular_component
GO:0005811	cellular_component
GO:0005813	cellular_component
GO:0005814	cellular_component
GO:0005815	cellular_component
GO:0005818	cellular_component
GO:0005819	cellular_component
GO:0005826	cellular_component
GO:0005827	cellular_component
GO:0005828	cellular_component
GO:0005829	cellular_component
GO:0005832	cellular_component
GO:0005833	cellular_component
GO:0005834	cellular_component
GO:0005838	cellular_component
GO:0005839	cellular_component
GO:0005840	cellular_component
GO:0005844	cellular_component
GO:0005845	cellular_component
GO:0005846	cellular_component
GO:0005847	cellular_component
GO:0005848	cellular_component
GO:0005849	cellular_component
GO:0005850	cellular_component
GO:0005851	cellular_component
GO:0005852	cellular_component
GO:0005853	cellular_component
GO:0005854	cellular_component
GO:0005856	cellular_component
GO:0005858	cellular_component
GO:0005859	cellular_component
GO:0005861	cellular_component
GO:0005862	cellular_component
GO:0005863	cellular_component
GO:0005865	cellular_component
GO:0005868	cellular_component
GO:0005869	cellular_component
GO:0005871	cellular_component
GO:0005873	cellular_component
GO:0005874	cellular_component
GO:0005875	cellular_component
GO:0005876	cellular_component
GO:0005879	cellular_component
GO:0005880	cellular_component
GO:0005881	cellular_component
GO:0005882	cellular_component
GO:0005883	cellular_component
GO:0005884	cellular_component
GO:0005885	cellular_component
GO:0005886	cellular_component
GO:0005887	cellular_component
GO:0005889	cellular_component
GO:0005890	cellular_component
GO:0005891	cellular_component
GO:0005892	cellular_component
GO:0005893	cellular_component
GO:0005895	cellular_component
GO:0005896	cellular_component
GO:0005898	cellular_component
GO:0005899	cellular_component
GO:0005900	cellular_component
GO:0005901	cellular_component
GO:0005902	cellular_component
GO:0005903	cellular_component
GO:0005905	cellular_component
GO:0005911	cellular_component
GO:0005912	cellular_component
GO:0005913	cellular_component
GO:0005914	cellular_component
GO:0005915	cellular_component
GO:0005916	cellular_component
GO:0005921	cellular_component
GO:0005922	cellular_component
GO:0005923	cellular_component
GO:0005924	cellular_component
GO:0005925	cellular_component
GO:0005927	cellular_component
GO:0005929	cellular_component
GO:0005930	cellular_component
GO:0005938	cellular_component
GO:0005940	cellular_component
GO:0005942	cellular_component
GO:0005943	cellular_component
GO:0005944	cellular_component
GO:0005945	cellular_component
GO:0005947	cellular_component
GO:0005952	cellular_component
GO:0005953	cellular_component
GO:0005954	cellular_component
GO:0005955	cellular_component
GO:0005956	cellular_component
GO:0005958	cellular_component
GO:0005960	cellular_component
GO:0005964	cellular_component
GO:0005965	cellular_component
GO:0005967	cellular_component
GO:0005968	cellular_component
GO:0005969	cellular_component
GO:0005971	cellular_component
GO:0005975	biological_process
GO:0005976	biological_process
GO:0005977	biological_process
GO:0005978	biological_process
GO:0005979	biological_process
GO:0005980	biological_process
GO:0005981	biological_process
GO:0005983	biological_process
GO:0005984	biological_process
GO:0005985	biological_process
GO:0005986	biological_process
GO:0005989	biological_process
GO:0005991	biological_process
GO:0005993	biological_process
GO:0005996	biological_process
GO:0005997	biological_process
GO:0005998	biological_process
GO:0005999	biological_process
GO:0006000	biological_process
GO:0006002	biological_process
GO:0006003	biological_process
GO:0006004	biological_process
GO:0006006	biological_process
GO:0006007	biological_process
GO:0006011	biological_process
GO:0006012	biological_process
GO:0006013	biological_process
GO:0006014	biological_process
GO:0006015	biological_process
GO:0006020	biological_process
GO:0006021	biological_process
GO:0006024	biological_process
GO:0006027	biological_process
GO:0006029	biological_process
GO:0006030	biological_process
GO:0006032	biological_process
GO:0006041	biological_process
GO:0006043	biological_process
GO:0006044	biological_process
GO:0006045	biological_process
GO:0006046	biological_process
GO:0006047	biological_process
GO:0006048	biological_process
GO:0006049	biological_process
GO:0006051	biological_process
GO:0006054	biological_process
GO:0006055	biological_process
GO:0006060	biological_process
GO:0006061	biological_process
GO:0006062	biological_process
GO:0006065	biological_process
GO:0006066	biological_process
GO:0006067	biological_process
GO:0006068	biological_process
GO:0006069	biological_process
GO:0006071	biological_process
GO:0006072	biological_process
GO:0006081	biological_process
GO:0006082	biological_process
GO:0006083	biological_process
GO:0006084	biological_process
GO:0006085	biological_process
GO:0006086	biological_process
GO:0006089	biological_process
GO:0006090	biological_process
GO:0006091	biological_process
GO:0006094	biological_process
GO:0006096	biological_process
GO:0006097	biological_process
GO:0006098	biological_process
GO:0006099	biological_process
GO:0006101	biological_process
GO:0006102	biological_process
GO:0006103	biological_process
GO:0006104	biological_process
GO:0006105	biological_process
GO:0006106	biological_process
GO:0006107	biological_process
GO:0006108	biological_process
GO:0006109	biological_process
GO:0006110	biological_process
GO:0006111	biological_process
GO:0006112	biological_process
GO:0006114	biological_process
GO:0006116	biological_process
GO:0006117	biological_process
GO:0006119	biological_process
GO:0006120	biological_process
GO:0006121	biological_process
GO:0006122	biological_process
GO:0006123	biological_process
GO:0006127	biological_process
GO:0006139	biological_process
GO:0006144	biological_process
GO:0006145	biological_process
GO:0006147	biological_process
GO:0006148	biological_process
GO:0006154	biological_process
GO:0006157	biological_process
GO:0006163	biological_process
GO:0006164	biological_process
GO:0006165	biological_process
GO:0006166	biological_process
GO:0006167	biological_process
GO:0006168	biological_process
GO:0006171	biological_process
GO:0006172	biological_process
GO:0006173	biological_process
GO:0006174	biological_process
GO:0006175	biological_process
GO:0006177	biological_process
GO:0006178	biological_process
GO:0006182	biological_process
GO:0006183	biological_process
GO:0006185	biological_process
GO:0006186	biological_process
GO:0006188	biological_process
GO:0006189	biological_process
GO:0006193	biological_process
GO:0006195	biological_process
GO:0006196	biological_process
GO:0006198	biological_process
GO:0006203	biological_process
GO:0006206	biological_process
GO:0006207	biological_process
GO:0006208	biological_process
GO:0006210	biological_process
GO:0006211	biological_process
GO:0006212	biological_process
GO:0006213	biological_process
GO:0006214	biological_process
GO:0006218	biological_process
GO:0006220	biological_process
GO:0006221	biological_process
GO:0006222	biological_process
GO:0006226	biological_process
GO:0006227	biological_process
GO:0006228	biological_process
GO:0006231	biological_process
GO:0006233	biological_process
GO:0006235	biological_process
GO:0006238	biological_process
GO:0006241	biological_process
GO:0006253	biological_process
GO:0006256	biological_process
GO:0006258	biological_process
GO:0006259	biological_process
GO:0006260	biological_process
GO:0006261	biological_process
GO:0006264	biological_process
GO:0006265	biological_process
GO:0006266	biological_process
GO:0006267	biological_process
GO:0006268	biological_process
GO:0006269	biological_process
GO:0006270	biological_process
GO:0006271	biological_process
GO:0006272	biological_process
GO:0006273	biological_process
GO:0006275	biological_process
GO:0006278	biological_process
GO:0006281	biological_process
GO:0006282	biological_process
GO:0006283	biological_process
GO:0006284	biological_process
GO:0006285	biological_process
GO:0006286	biological_process
GO:0006287	biological_process
GO:0006288	biological_process
GO:0006289	biological_process
GO:0006290	biological_process
GO:0006293	biological_process
GO:0006294	biological_process
GO:0006295	biological_process
GO:0006296	biological_process
GO:0006297	biological_process
GO:0006298	biological_process
GO:0006301	biological_process
GO:0006302	biological_process
GO:0006303	biological_process
GO:0006304	biological_process
GO:0006306	biological_process
GO:0006307	biological_process
GO:0006308	biological_process
GO:0006309	biological_process
GO:0006310	biological_process
GO:0006311	biological_process
GO:0006312	biological_process
GO:0006313	biological_process
GO:0006323	biological_process
GO:0006325	biological_process
GO:0006333	biological_process
GO:0006334	biological_process
GO:0006335	biological_process
GO:0006336	biological_process
GO:0006337	biological_process
GO:0006338	biological_process
GO:0006342	biological_process
GO:0006343	biological_process
GO:0006344	biological_process
GO:0006346	biological_process
GO:0006348	biological_process
GO:0006349	biological_process
GO:0006351	biological_process
GO:0006352	biological_process
GO:0006353	biological_process
GO:0006354	biological_process
GO:0006355	biological_process
GO:0006356	biological_process
GO:0006357	biological_process
GO:0006359	biological_process
GO:0006360	biological_process
GO:0006361	biological_process
GO:0006362	biological_process
GO:0006363	biological_process
GO:0006364	biological_process
GO:0006366	biological_process
GO:0006367	biological_process
GO:0006368	biological_process
GO:0006369	biological_process
GO:0006370	biological_process
GO:0006376	biological_process
GO:0006378	biological_process
GO:0006379	biological_process
GO:0006382	biological_process
GO:0006383	biological_process
GO:0006384	biological_process
GO:0006386	biological_process
GO:0006388	biological_process
GO:0006390	biological_process
GO:0006391	biological_process
GO:0006392	biological_process
GO:0006393	biological_process
GO:0006396	biological_process
GO:0006397	biological_process
GO:0006398	biological_process
GO:0006399	biological_process
GO:0006400	biological_process
GO:0006401	biological_process
GO:0006402	biological_process
GO:0006403	biological_process
GO:0006404	biological_process
GO:0006405	biological_process
GO:0006406	biological_process
GO:0006407	biological_process
GO:0006408	biological_process
GO:0006409	biological_process
GO:0006412	biological_process
GO:0006413	biological_process
GO:0006414	biological_process
GO:0006415	biological_process
GO:0006417	biological_process
GO:0006418	biological_process
GO:0006419	biological_process
GO:0006420	biological_process
GO:0006421	biological_process
GO:0006422	biological_process
GO:0006423	biological_process
GO:0006424	biological_process
GO:0006425	biological_process
GO:0006426	biological_process
GO:0006427	biological_process
GO:0006428	biological_process
GO:0006429	biological_process
GO:0006430	biological_process
GO:0006431	biological_process
GO:0006432	biological_process
GO:0006433	biological_process
GO:0006434	biological_process
GO:0006435	biological_process
GO:0006436	biological_process
GO:0006437	biological_process
GO:0006438	biological_process
GO:0006446	biological_process
GO:0006448	biological_process
GO:0006449	biological_process
GO:0006450	biological_process
GO:0006452	biological_process
GO:0006457	biological_process
GO:0006458	biological_process
GO:0006463	biological_process
GO:0006464	biological_process
GO:0006465	biological_process
GO:0006468	biological_process
GO:0006469	biological_process
GO:0006470	biological_process
GO:0006471	biological_process
GO:0006473	biological_process
GO:0006474	biological_process
GO:0006475	biological_process
GO:0006476	biological_process
GO:0006477	biological_process
GO:0006478	biological_process
GO:0006479	biological_process
GO:0006480	biological_process
GO:0006481	biological_process
GO:0006482	biological_process
GO:0006486	biological_process
GO:0006487	biological_process
GO:0006488	biological_process
GO:0006489	biological_process
GO:0006490	biological_process
GO:0006491	biological_process
GO:0006493	biological_process
GO:0006497	biological_process
