go_acc	go_domain
GO:0042495	biological_process
GO:0042496	biological_process
GO:0042497	molecular_function
GO:0042500	molecular_function
GO:0042501	biological_process
GO:0042509	biological_process
GO:0042531	biological_process
GO:0042532	biological_process
GO:0042534	biological_process
GO:0042535	biological_process
GO:0042536	biological_process
GO:0042538	biological_process
GO:0042541	biological_process
GO:0042542	biological_process
GO:0042543	biological_process
GO:0042551	biological_process
GO:0042552	biological_process
GO:0042554	biological_process
GO:0042555	cellular_component
GO:0042558	biological_process
GO:0042559	biological_process
GO:0042562	molecular_function
GO:0042564	cellular_component
GO:0042565	cellular_component
GO:0042567	cellular_component
GO:0042568	cellular_component
GO:0042571	cellular_component
GO:0042572	biological_process
GO:0042573	biological_process
GO:0042574	biological_process
GO:0042577	molecular_function
GO:0042578	molecular_function
GO:0042581	cellular_component
GO:0042582	cellular_component
GO:0042583	cellular_component
GO:0042584	cellular_component
GO:0042585	cellular_component
GO:0042586	molecular_function
GO:0042587	cellular_component
GO:0042588	cellular_component
GO:0042589	cellular_component
GO:0042590	biological_process
GO:0042592	biological_process
GO:0042593	biological_process
GO:0042594	biological_process
GO:0042595	biological_process
GO:0042596	biological_process
GO:0042599	cellular_component
GO:0042602	molecular_function
GO:0042605	molecular_function
GO:0042608	molecular_function
GO:0042609	molecular_function
GO:0042610	molecular_function
GO:0042612	cellular_component
GO:0042613	cellular_component
GO:0042622	cellular_component
GO:0042623	molecular_function
GO:0042625	molecular_function
GO:0042626	molecular_function
GO:0042627	cellular_component
GO:0042628	biological_process
GO:0042629	cellular_component
GO:0042631	biological_process
GO:0042632	biological_process
GO:0042633	biological_process
GO:0042634	biological_process
GO:0042635	biological_process
GO:0042636	biological_process
GO:0042641	cellular_component
GO:0042643	cellular_component
GO:0042645	cellular_component
GO:0042658	molecular_function
GO:0042659	biological_process
GO:0042660	biological_process
GO:0042661	biological_process
GO:0042662	biological_process
GO:0042663	biological_process
GO:0042664	biological_process
GO:0042666	biological_process
GO:0042667	biological_process
GO:0042668	biological_process
GO:0042669	biological_process
GO:0042692	biological_process
GO:0042693	biological_process
GO:0042694	biological_process
GO:0042698	biological_process
GO:0042699	biological_process
GO:0042700	biological_process
GO:0042701	biological_process
GO:0042704	biological_process
GO:0042709	cellular_component
GO:0042711	biological_process
GO:0042713	biological_process
GO:0042719	cellular_component
GO:0042720	cellular_component
GO:0042721	cellular_component
GO:0042723	biological_process
GO:0042730	biological_process
GO:0042731	molecular_function
GO:0042732	biological_process
GO:0042733	biological_process
GO:0042734	cellular_component
GO:0042737	biological_process
GO:0042738	biological_process
GO:0042742	biological_process
GO:0042743	biological_process
GO:0042744	biological_process
GO:0042745	biological_process
GO:0042747	biological_process
GO:0042748	biological_process
GO:0042749	biological_process
GO:0042752	biological_process
GO:0042753	biological_process
GO:0042754	biological_process
GO:0042755	biological_process
GO:0042756	biological_process
GO:0042758	biological_process
GO:0042759	biological_process
GO:0042760	biological_process
GO:0042761	biological_process
GO:0042765	cellular_component
GO:0042766	biological_process
GO:0042769	biological_process
GO:0042770	biological_process
GO:0042771	biological_process
GO:0042772	biological_process
GO:0042773	biological_process
GO:0042774	biological_process
GO:0042775	biological_process
GO:0042776	biological_process
GO:0042779	biological_process
GO:0042780	biological_process
GO:0042781	molecular_function
GO:0042788	cellular_component
GO:0042789	biological_process
GO:0042790	biological_process
GO:0042791	biological_process
GO:0042795	biological_process
GO:0042796	biological_process
GO:0042797	biological_process
GO:0042799	molecular_function
GO:0042800	molecular_function
GO:0042802	molecular_function
GO:0042803	molecular_function
GO:0042805	molecular_function
GO:0042806	molecular_function
GO:0042809	molecular_function
GO:0042813	molecular_function
GO:0042816	biological_process
GO:0042823	biological_process
GO:0042824	cellular_component
GO:0042825	cellular_component
GO:0042826	molecular_function
GO:0042827	cellular_component
GO:0042832	biological_process
GO:0042834	molecular_function
GO:0042835	molecular_function
GO:0042840	biological_process
GO:0042843	biological_process
GO:0042851	biological_process
GO:0042853	biological_process
GO:0042866	biological_process
GO:0042883	biological_process
GO:0042903	molecular_function
GO:0042904	biological_process
GO:0042908	biological_process
GO:0042910	molecular_function
GO:0042921	biological_process
GO:0042922	molecular_function
GO:0042923	molecular_function
GO:0042924	molecular_function
GO:0042930	biological_process
GO:0042931	molecular_function
GO:0042941	biological_process
GO:0042942	biological_process
GO:0042945	molecular_function
GO:0042946	biological_process
GO:0042947	molecular_function
GO:0042953	biological_process
GO:0042974	molecular_function
GO:0042975	molecular_function
GO:0042976	biological_process
GO:0042978	molecular_function
GO:0042981	biological_process
GO:0042982	biological_process
GO:0042983	biological_process
GO:0042984	biological_process
GO:0042985	biological_process
GO:0042986	biological_process
GO:0042987	biological_process
GO:0042988	molecular_function
GO:0042989	biological_process
GO:0042994	biological_process
GO:0042995	cellular_component
GO:0042997	biological_process
GO:0042998	biological_process
GO:0043000	biological_process
GO:0043001	biological_process
GO:0043004	biological_process
GO:0043005	cellular_component
GO:0043006	biological_process
GO:0043007	biological_process
GO:0043008	molecular_function
GO:0043009	biological_process
GO:0043010	biological_process
GO:0043011	biological_process
GO:0043012	biological_process
GO:0043014	molecular_function
GO:0043015	molecular_function
GO:0043017	biological_process
GO:0043020	cellular_component
GO:0043021	molecular_function
GO:0043022	molecular_function
GO:0043023	molecular_function
GO:0043024	molecular_function
GO:0043025	cellular_component
GO:0043027	molecular_function
GO:0043028	molecular_function
GO:0043029	biological_process
GO:0043030	biological_process
GO:0043031	biological_process
GO:0043032	biological_process
GO:0043033	cellular_component
GO:0043034	cellular_component
GO:0043035	molecular_function
GO:0043039	biological_process
GO:0043041	biological_process
GO:0043043	biological_process
GO:0043044	biological_process
GO:0043045	biological_process
GO:0043046	biological_process
GO:0043047	molecular_function
GO:0043048	biological_process
GO:0043049	biological_process
GO:0043060	biological_process
GO:0043062	biological_process
GO:0043063	biological_process
GO:0043065	biological_process
GO:0043066	biological_process
GO:0043067	biological_process
GO:0043068	biological_process
GO:0043069	biological_process
GO:0043083	cellular_component
GO:0043084	biological_process
GO:0043085	biological_process
GO:0043086	biological_process
GO:0043087	biological_process
GO:0043097	biological_process
GO:0043101	biological_process
GO:0043103	biological_process
GO:0043105	biological_process
GO:0043111	biological_process
GO:0043112	biological_process
GO:0043113	biological_process
GO:0043114	biological_process
GO:0043116	biological_process
GO:0043117	biological_process
GO:0043120	molecular_function
GO:0043121	molecular_function
GO:0043122	biological_process
GO:0043123	biological_process
GO:0043124	biological_process
GO:0043125	molecular_function
GO:0043128	biological_process
GO:0043129	biological_process
GO:0043130	molecular_function
GO:0043132	biological_process
GO:0043134	biological_process
GO:0043136	molecular_function
GO:0043137	biological_process
GO:0043138	molecular_function
GO:0043139	molecular_function
GO:0043140	molecular_function
GO:0043141	molecular_function
GO:0043142	molecular_function
GO:0043143	biological_process
GO:0043149	biological_process
GO:0043152	biological_process
GO:0043153	biological_process
GO:0043154	biological_process
GO:0043159	cellular_component
GO:0043160	cellular_component
GO:0043161	biological_process
GO:0043162	biological_process
GO:0043163	biological_process
GO:0043167	molecular_function
GO:0043169	molecular_function
GO:0043170	biological_process
GO:0043171	biological_process
GO:0043175	molecular_function
GO:0043177	molecular_function
GO:0043178	molecular_function
GO:0043179	biological_process
GO:0043181	biological_process
GO:0043183	molecular_function
GO:0043184	molecular_function
GO:0043185	molecular_function
GO:0043186	cellular_component
GO:0043189	cellular_component
GO:0043190	cellular_component
GO:0043194	cellular_component
GO:0043195	cellular_component
GO:0043196	cellular_component
GO:0043197	cellular_component
GO:0043198	cellular_component
GO:0043199	molecular_function
GO:0043200	biological_process
GO:0043201	biological_process
GO:0043202	cellular_component
GO:0043203	cellular_component
GO:0043204	cellular_component
GO:0043207	biological_process
GO:0043208	molecular_function
GO:0043209	cellular_component
GO:0043217	biological_process
GO:0043218	cellular_component
GO:0043219	cellular_component
GO:0043220	cellular_component
GO:0043221	molecular_function
GO:0043224	cellular_component
GO:0043227	cellular_component
GO:0043229	cellular_component
GO:0043231	cellular_component
GO:0043235	cellular_component
GO:0043236	molecular_function
GO:0043237	molecular_function
GO:0043240	cellular_component
GO:0043242	biological_process
GO:0043243	biological_process
GO:0043244	biological_process
GO:0043247	biological_process
GO:0043248	biological_process
GO:0043249	biological_process
GO:0043250	molecular_function
GO:0043251	biological_process
GO:0043252	biological_process
GO:0043254	biological_process
GO:0043256	cellular_component
GO:0043257	cellular_component
GO:0043259	cellular_component
GO:0043260	cellular_component
GO:0043262	molecular_function
GO:0043265	cellular_component
GO:0043266	biological_process
GO:0043267	biological_process
GO:0043268	biological_process
GO:0043269	biological_process
GO:0043270	biological_process
GO:0043271	biological_process
GO:0043273	molecular_function
GO:0043274	molecular_function
GO:0043276	biological_process
GO:0043277	biological_process
GO:0043278	biological_process
GO:0043279	biological_process
GO:0043280	biological_process
GO:0043281	biological_process
GO:0043291	cellular_component
GO:0043292	cellular_component
GO:0043293	cellular_component
GO:0043295	molecular_function
GO:0043296	cellular_component
GO:0043297	biological_process
GO:0043299	biological_process
GO:0043303	biological_process
GO:0043304	biological_process
GO:0043305	biological_process
GO:0043306	biological_process
GO:0043308	biological_process
GO:0043310	biological_process
GO:0043311	biological_process
GO:0043312	biological_process
GO:0043313	biological_process
GO:0043314	biological_process
GO:0043315	biological_process
GO:0043316	biological_process
GO:0043318	biological_process
GO:0043320	biological_process
GO:0043322	biological_process
GO:0043323	biological_process
GO:0043325	molecular_function
GO:0043328	biological_process
GO:0043330	biological_process
GO:0043331	biological_process
GO:0043333	molecular_function
GO:0043335	biological_process
GO:0043337	molecular_function
GO:0043353	biological_process
GO:0043366	biological_process
GO:0043367	biological_process
GO:0043368	biological_process
GO:0043369	biological_process
GO:0043370	biological_process
GO:0043371	biological_process
GO:0043372	biological_process
GO:0043374	biological_process
GO:0043375	biological_process
GO:0043376	biological_process
GO:0043377	biological_process
GO:0043378	biological_process
GO:0043379	biological_process
GO:0043380	biological_process
GO:0043381	biological_process
GO:0043382	biological_process
GO:0043383	biological_process
GO:0043388	biological_process
GO:0043390	biological_process
GO:0043392	biological_process
GO:0043393	biological_process
GO:0043394	molecular_function
GO:0043395	molecular_function
GO:0043397	biological_process
GO:0043398	molecular_function
GO:0043400	biological_process
GO:0043401	biological_process
GO:0043402	biological_process
GO:0043403	biological_process
GO:0043404	molecular_function
GO:0043405	biological_process
GO:0043406	biological_process
GO:0043407	biological_process
GO:0043408	biological_process
GO:0043409	biological_process
GO:0043410	biological_process
GO:0043413	biological_process
GO:0043415	biological_process
GO:0043416	biological_process
GO:0043417	biological_process
GO:0043418	biological_process
GO:0043420	biological_process
GO:0043422	molecular_function
GO:0043423	molecular_function
GO:0043425	molecular_function
GO:0043426	molecular_function
GO:0043430	molecular_function
GO:0043433	biological_process
GO:0043434	biological_process
GO:0043438	biological_process
GO:0043456	biological_process
GO:0043457	biological_process
GO:0043461	biological_process
GO:0043462	biological_process
GO:0043467	biological_process
GO:0043471	biological_process
GO:0043473	biological_process
GO:0043482	biological_process
GO:0043484	biological_process
GO:0043486	biological_process
GO:0043487	biological_process
GO:0043488	biological_process
GO:0043489	biological_process
GO:0043490	biological_process
GO:0043491	biological_process
GO:0043495	molecular_function
GO:0043496	biological_process
GO:0043497	biological_process
GO:0043503	biological_process
GO:0043504	biological_process
GO:0043506	biological_process
GO:0043507	biological_process
GO:0043508	biological_process
GO:0043509	cellular_component
GO:0043512	cellular_component
GO:0043513	cellular_component
GO:0043514	cellular_component
GO:0043515	molecular_function
GO:0043516	biological_process
GO:0043517	biological_process
GO:0043518	biological_process
GO:0043519	biological_process
GO:0043522	molecular_function
GO:0043523	biological_process
GO:0043524	biological_process
GO:0043525	biological_process
GO:0043527	cellular_component
GO:0043529	cellular_component
GO:0043531	molecular_function
GO:0043532	molecular_function
GO:0043533	molecular_function
GO:0043534	biological_process
GO:0043535	biological_process
GO:0043536	biological_process
GO:0043537	biological_process
GO:0043538	biological_process
GO:0043539	molecular_function
GO:0043540	cellular_component
GO:0043541	cellular_component
GO:0043542	biological_process
GO:0043544	molecular_function
GO:0043545	biological_process
GO:0043546	molecular_function
GO:0043547	biological_process
GO:0043548	molecular_function
GO:0043549	biological_process
GO:0043550	biological_process
GO:0043551	biological_process
GO:0043552	biological_process
GO:0043553	biological_process
GO:0043555	biological_process
GO:0043558	biological_process
GO:0043559	molecular_function
GO:0043560	molecular_function
GO:0043564	cellular_component
GO:0043565	molecular_function
GO:0043567	biological_process
GO:0043568	biological_process
GO:0043569	biological_process
GO:0043570	biological_process
GO:0043576	biological_process
GO:0043583	biological_process
GO:0043584	biological_process
GO:0043585	biological_process
GO:0043586	biological_process
GO:0043587	biological_process
GO:0043588	biological_process
GO:0043589	biological_process
GO:0043596	cellular_component
GO:0043602	biological_process
GO:0043603	biological_process
GO:0043604	biological_process
GO:0043605	biological_process
GO:0043610	biological_process
GO:0043614	cellular_component
GO:0043615	biological_process
GO:0043616	biological_process
GO:0043618	biological_process
GO:0043619	biological_process
GO:0043620	biological_process
GO:0043621	molecular_function
GO:0043622	biological_process
GO:0043625	cellular_component
GO:0043626	cellular_component
GO:0043627	biological_process
GO:0043629	biological_process
GO:0043630	biological_process
GO:0043631	biological_process
GO:0043647	biological_process
GO:0043648	biological_process
GO:0043649	biological_process
GO:0043651	biological_process
GO:0043652	biological_process
GO:0043653	biological_process
GO:0043654	biological_process
GO:0043657	cellular_component
GO:0043666	biological_process
GO:0043679	cellular_component
GO:0043682	molecular_function
GO:0043686	biological_process
GO:0043687	biological_process
GO:0043691	biological_process
GO:0043697	biological_process
GO:0043715	molecular_function
GO:0043716	molecular_function
GO:0043727	molecular_function
GO:0043734	molecular_function
GO:0043739	molecular_function
GO:0043754	molecular_function
GO:0043783	molecular_function
GO:0043795	molecular_function
GO:0043812	molecular_function
GO:0043813	molecular_function
GO:0043843	molecular_function
GO:0043849	molecular_function
GO:0043855	molecular_function
GO:0043874	molecular_function
GO:0043878	molecular_function
GO:0043890	molecular_function
GO:0043914	molecular_function
GO:0043916	molecular_function
GO:0043921	biological_process
GO:0043922	biological_process
GO:0043923	biological_process
GO:0043924	molecular_function
GO:0043928	biological_process
GO:0043931	biological_process
GO:0043932	biological_process
GO:0043947	biological_process
GO:0043949	biological_process
GO:0043950	biological_process
GO:0043951	biological_process
GO:0043954	biological_process
GO:0043966	biological_process
GO:0043967	biological_process
GO:0043968	biological_process
GO:0043969	biological_process
GO:0043970	biological_process
GO:0043972	biological_process
GO:0043973	biological_process
GO:0043977	biological_process
GO:0043979	biological_process
GO:0043980	biological_process
GO:0043981	biological_process
GO:0043982	biological_process
GO:0043983	biological_process
GO:0043984	biological_process
GO:0043985	biological_process
GO:0043987	biological_process
GO:0043988	biological_process
GO:0043990	biological_process
GO:0043994	molecular_function
GO:0043995	molecular_function
GO:0043996	molecular_function
GO:0043997	molecular_function
GO:0043998	molecular_function
GO:0044020	molecular_function
GO:0044026	biological_process
GO:0044027	biological_process
GO:0044029	biological_process
GO:0044030	biological_process
GO:0044053	biological_process
GO:0044058	biological_process
GO:0044062	biological_process
GO:0044065	biological_process
GO:0044070	biological_process
GO:0044088	biological_process
GO:0044089	biological_process
GO:0044090	biological_process
GO:0044091	biological_process
GO:0044092	biological_process
GO:0044093	biological_process
GO:0044105	molecular_function
GO:0044111	biological_process
GO:0044117	biological_process
GO:0044128	biological_process
GO:0044130	biological_process
GO:0044140	biological_process
GO:0044147	biological_process
GO:0044154	biological_process
GO:0044183	molecular_function
GO:0044194	cellular_component
GO:0044195	cellular_component
GO:0044205	biological_process
GO:0044206	biological_process
GO:0044207	cellular_component
GO:0044208	biological_process
GO:0044209	biological_process
GO:0044210	biological_process
GO:0044211	biological_process
GO:0044212	molecular_function
GO:0044213	molecular_function
GO:0044214	cellular_component
GO:0044216	cellular_component
GO:0044218	cellular_component
GO:0044220	cellular_component
GO:0044224	cellular_component
GO:0044228	cellular_component
GO:0044231	cellular_component
GO:0044232	cellular_component
GO:0044233	cellular_component
GO:0044237	biological_process
GO:0044241	biological_process
GO:0044242	biological_process
GO:0044245	biological_process
GO:0044249	biological_process
GO:0044255	biological_process
GO:0044257	biological_process
GO:0044258	biological_process
GO:0044260	biological_process
GO:0044262	biological_process
GO:0044265	biological_process
GO:0044267	biological_process
GO:0044275	biological_process
GO:0044278	biological_process
GO:0044279	cellular_component
GO:0044281	biological_process
GO:0044284	cellular_component
GO:0044291	cellular_component
GO:0044292	cellular_component
GO:0044294	cellular_component
GO:0044295	cellular_component
GO:0044297	cellular_component
GO:0044298	cellular_component
GO:0044299	cellular_component
GO:0044300	cellular_component
GO:0044301	cellular_component
GO:0044302	cellular_component
GO:0044304	cellular_component
GO:0044305	cellular_component
GO:0044306	cellular_component
GO:0044307	cellular_component
GO:0044308	cellular_component
GO:0044309	cellular_component
GO:0044313	biological_process
GO:0044314	biological_process
GO:0044316	cellular_component
GO:0044317	cellular_component
GO:0044319	biological_process
GO:0044320	biological_process
GO:0044321	biological_process
GO:0044322	cellular_component
GO:0044323	molecular_function
GO:0044324	biological_process
GO:0044325	molecular_function
GO:0044326	cellular_component
GO:0044327	cellular_component
GO:0044328	biological_process
GO:0044329	biological_process
GO:0044330	biological_process
GO:0044331	biological_process
GO:0044334	biological_process
GO:0044335	biological_process
GO:0044336	biological_process
GO:0044338	biological_process
GO:0044339	biological_process
GO:0044340	biological_process
GO:0044341	biological_process
GO:0044342	biological_process
GO:0044344	biological_process
GO:0044345	biological_process
GO:0044346	biological_process
GO:0044351	biological_process
GO:0044354	cellular_component
GO:0044356	biological_process
GO:0044375	biological_process
GO:0044377	molecular_function
GO:0044378	molecular_function
GO:0044380	biological_process
GO:0044381	biological_process
GO:0044387	biological_process
GO:0044388	molecular_function
GO:0044389	molecular_function
GO:0044390	molecular_function
GO:0044393	cellular_component
GO:0044406	biological_process
GO:0044458	biological_process
GO:0044466	molecular_function
GO:0044497	biological_process
GO:0044508	molecular_function
GO:0044524	biological_process
GO:0044528	biological_process
GO:0044530	cellular_component
GO:0044539	biological_process
GO:0044540	molecular_function
GO:0044545	cellular_component
GO:0044546	biological_process
GO:0044547	molecular_function
GO:0044548	molecular_function
GO:0044549	molecular_function
GO:0044557	biological_process
GO:0044565	biological_process
GO:0044571	biological_process
GO:0044594	molecular_function
GO:0044595	molecular_function
GO:0044596	molecular_function
GO:0044597	biological_process
GO:0044598	biological_process
GO:0044599	cellular_component
GO:0044602	biological_process
GO:0044603	molecular_function
GO:0044609	cellular_component
GO:0044610	molecular_function
GO:0044611	cellular_component
GO:0044613	cellular_component
GO:0044614	cellular_component
GO:0044615	cellular_component
GO:0044650	biological_process
GO:0044657	biological_process
GO:0044663	biological_process
GO:0044666	cellular_component
GO:0044691	biological_process
GO:0044715	molecular_function
GO:0044716	molecular_function
GO:0044717	molecular_function
GO:0044721	biological_process
GO:0044726	biological_process
GO:0044727	biological_process
GO:0044729	molecular_function
GO:0044730	molecular_function
GO:0044736	molecular_function
GO:0044752	biological_process
GO:0044753	cellular_component
GO:0044754	cellular_component
GO:0044770	biological_process
GO:0044772	biological_process
GO:0044773	biological_process
GO:0044774	biological_process
GO:0044778	biological_process
GO:0044782	biological_process
GO:0044783	biological_process
GO:0044791	biological_process
GO:0044793	biological_process
GO:0044794	biological_process
GO:0044795	biological_process
GO:0044798	cellular_component
GO:0044803	biological_process
GO:0044805	biological_process
GO:0044806	biological_process
GO:0044815	cellular_component
GO:0044818	biological_process
GO:0044819	biological_process
GO:0044827	biological_process
GO:0044828	biological_process
GO:0044829	biological_process
GO:0044830	biological_process
GO:0044839	biological_process
GO:0044843	biological_process
GO:0044849	biological_process
GO:0044853	cellular_component
GO:0044854	biological_process
GO:0044855	biological_process
GO:0044857	biological_process
GO:0044860	biological_process
GO:0044861	biological_process
GO:0044869	biological_process
GO:0044871	biological_process
GO:0044877	molecular_function
GO:0044878	biological_process
GO:0045002	biological_process
GO:0045003	biological_process
GO:0045004	biological_process
GO:0045006	biological_process
GO:0045007	biological_process
GO:0045008	biological_process
GO:0045010	biological_process
GO:0045016	biological_process
GO:0045019	biological_process
GO:0045022	biological_process
GO:0045023	biological_process
GO:0045025	cellular_component
GO:0045026	biological_process
GO:0045027	molecular_function
GO:0045028	molecular_function
GO:0045029	molecular_function
GO:0045030	molecular_function
GO:0045031	molecular_function
GO:0045032	molecular_function
GO:0045039	biological_process
GO:0045040	biological_process
GO:0045041	biological_process
GO:0045046	biological_process
GO:0045047	biological_process
GO:0045048	biological_process
GO:0045053	biological_process
GO:0045054	biological_process
GO:0045055	biological_process
GO:0045056	biological_process
GO:0045058	biological_process
GO:0045059	biological_process
GO:0045060	biological_process
GO:0045061	biological_process
GO:0045062	biological_process
GO:0045063	biological_process
GO:0045064	biological_process
GO:0045065	biological_process
GO:0045066	biological_process
GO:0045069	biological_process
GO:0045070	biological_process
GO:0045071	biological_process
GO:0045075	biological_process
GO:0045076	biological_process
GO:0045077	biological_process
GO:0045078	biological_process
GO:0045079	biological_process
GO:0045080	biological_process
GO:0045081	biological_process
GO:0045082	biological_process
GO:0045083	biological_process
GO:0045084	biological_process
GO:0045085	biological_process
GO:0045086	biological_process
GO:0045087	biological_process
GO:0045088	biological_process
GO:0045089	biological_process
GO:0045091	biological_process
GO:0045092	cellular_component
GO:0045095	cellular_component
GO:0045098	cellular_component
GO:0045103	biological_process
GO:0045104	biological_process
GO:0045105	biological_process
GO:0045109	biological_process
GO:0045110	biological_process
GO:0045111	cellular_component
GO:0045112	biological_process
GO:0045116	biological_process
GO:0045120	cellular_component
GO:0045121	cellular_component
GO:0045123	biological_process
GO:0045124	biological_process
GO:0045125	molecular_function
GO:0045127	molecular_function
GO:0045130	molecular_function
GO:0045131	molecular_function
GO:0045132	biological_process
GO:0045134	molecular_function
GO:0045136	biological_process
GO:0045137	biological_process
GO:0045141	biological_process
GO:0045142	molecular_function
GO:0045143	biological_process
GO:0045145	molecular_function
GO:0045153	molecular_function
GO:0045155	molecular_function
GO:0045159	molecular_function
GO:0045161	biological_process
GO:0045162	biological_process
GO:0045163	biological_process
GO:0045165	biological_process
GO:0045167	biological_process
GO:0045171	cellular_component
GO:0045174	molecular_function
GO:0045175	biological_process
GO:0045176	biological_process
GO:0045177	cellular_component
GO:0045178	cellular_component
GO:0045179	cellular_component
GO:0045180	cellular_component
GO:0045182	molecular_function
GO:0045183	molecular_function
GO:0045184	biological_process
GO:0045185	biological_process
GO:0045186	biological_process
GO:0045187	biological_process
GO:0045188	biological_process
GO:0045189	biological_process
GO:0045190	biological_process
GO:0045191	biological_process
GO:0045197	biological_process
GO:0045198	biological_process
GO:0045199	biological_process
GO:0045200	biological_process
GO:0045202	cellular_component
GO:0045204	biological_process
GO:0045209	biological_process
GO:0045210	biological_process
GO:0045211	cellular_component
GO:0045212	biological_process
GO:0045213	biological_process
GO:0045214	biological_process
GO:0045216	biological_process
GO:0045217	biological_process
GO:0045218	biological_process
GO:0045221	biological_process
GO:0045225	biological_process
GO:0045226	biological_process
GO:0045234	biological_process
GO:0045236	molecular_function
GO:0045237	molecular_function
GO:0045239	cellular_component
GO:0045244	cellular_component
GO:0045252	cellular_component
GO:0045254	cellular_component
GO:0045259	cellular_component
GO:0045261	cellular_component
GO:0045263	cellular_component
GO:0045271	cellular_component
GO:0045272	cellular_component
GO:0045273	cellular_component
GO:0045275	cellular_component
GO:0045277	cellular_component
GO:0045281	cellular_component
GO:0045282	cellular_component
GO:0045292	biological_process
GO:0045294	molecular_function
GO:0045295	molecular_function
GO:0045296	molecular_function
GO:0045298	cellular_component
GO:0045299	biological_process
GO:0045309	molecular_function
GO:0045321	biological_process
GO:0045322	molecular_function
GO:0045323	cellular_component
GO:0045324	biological_process
GO:0045329	biological_process
GO:0045332	biological_process
GO:0045333	biological_process
GO:0045334	cellular_component
GO:0045335	cellular_component
GO:0045337	biological_process
GO:0045338	biological_process
GO:0045340	molecular_function
GO:0045342	biological_process
GO:0045343	biological_process
GO:0045345	biological_process
GO:0045347	biological_process
GO:0045348	biological_process
GO:0045351	biological_process
GO:0045352	molecular_function
GO:0045353	molecular_function
GO:0045355	biological_process
GO:0045356	biological_process
GO:0045358	biological_process
GO:0045359	biological_process
GO:0045368	biological_process
GO:0045379	biological_process
GO:0045380	biological_process
GO:0045381	biological_process
GO:0045397	biological_process
GO:0045401	biological_process
GO:0045403	biological_process
GO:0045404	biological_process
GO:0045407	biological_process
GO:0045408	biological_process
GO:0045409	biological_process
GO:0045410	biological_process
GO:0045414	biological_process
GO:0045415	biological_process
GO:0045416	biological_process
GO:0045423	biological_process
GO:0045425	biological_process
GO:0045428	biological_process
GO:0045429	biological_process
GO:0045444	biological_process
GO:0045445	biological_process
GO:0045446	biological_process
GO:0045453	biological_process
GO:0045454	biological_process
GO:0045471	biological_process
GO:0045472	biological_process
GO:0045475	biological_process
GO:0045485	molecular_function
GO:0045494	biological_process
GO:0045499	molecular_function
GO:0045503	molecular_function
GO:0045504	molecular_function
GO:0045505	molecular_function
GO:0045509	molecular_function
GO:0045513	molecular_function
GO:0045515	molecular_function
GO:0045517	molecular_function
GO:0045518	molecular_function
GO:0045519	molecular_function
GO:0045523	molecular_function
GO:0045540	biological_process
GO:0045541	biological_process
GO:0045542	biological_process
GO:0045545	molecular_function
GO:0045547	molecular_function
GO:0045550	molecular_function
GO:0045556	biological_process
GO:0045569	molecular_function
GO:0045575	biological_process
GO:0045576	biological_process
GO:0045577	biological_process
GO:0045578	biological_process
GO:0045579	biological_process
GO:0045580	biological_process
GO:0045581	biological_process
GO:0045582	biological_process
GO:0045585	biological_process
GO:0045586	biological_process
GO:0045588	biological_process
GO:0045589	biological_process
GO:0045590	biological_process
GO:0045591	biological_process
GO:0045595	biological_process
GO:0045596	biological_process
GO:0045597	biological_process
GO:0045598	biological_process
GO:0045599	biological_process
GO:0045600	biological_process
GO:0045601	biological_process
GO:0045602	biological_process
GO:0045603	biological_process
GO:0045604	biological_process
GO:0045605	biological_process
GO:0045606	biological_process
GO:0045607	biological_process
GO:0045608	biological_process
GO:0045609	biological_process
GO:0045616	biological_process
GO:0045617	biological_process
GO:0045618	biological_process
GO:0045619	biological_process
GO:0045620	biological_process
GO:0045621	biological_process
GO:0045622	biological_process
GO:0045623	biological_process
GO:0045624	biological_process
GO:0045625	biological_process
GO:0045626	biological_process
GO:0045627	biological_process
GO:0045629	biological_process
GO:0045630	biological_process
GO:0045634	biological_process
GO:0045636	biological_process
GO:0045637	biological_process
GO:0045638	biological_process
GO:0045639	biological_process
GO:0045645	biological_process
GO:0045646	biological_process
GO:0045647	biological_process
GO:0045648	biological_process
GO:0045649	biological_process
GO:0045650	biological_process
GO:0045651	biological_process
GO:0045652	biological_process
GO:0045653	biological_process
GO:0045654	biological_process
GO:0045655	biological_process
GO:0045656	biological_process
GO:0045657	biological_process
GO:0045659	biological_process
GO:0045660	biological_process
GO:0045661	biological_process
GO:0045662	biological_process
GO:0045663	biological_process
GO:0045664	biological_process
GO:0045665	biological_process
GO:0045666	biological_process
GO:0045667	biological_process
GO:0045668	biological_process
GO:0045669	biological_process
GO:0045670	biological_process
GO:0045671	biological_process
GO:0045672	biological_process
GO:0045682	biological_process
GO:0045684	biological_process
GO:0045685	biological_process
GO:0045686	biological_process
GO:0045687	biological_process
GO:0045703	molecular_function
GO:0045713	biological_process
GO:0045714	biological_process
GO:0045715	biological_process
GO:0045716	biological_process
GO:0045717	biological_process
GO:0045719	biological_process
GO:0045720	biological_process
GO:0045721	biological_process
GO:0045722	biological_process
GO:0045723	biological_process
GO:0045724	biological_process
GO:0045725	biological_process
GO:0045726	biological_process
GO:0045727	biological_process
GO:0045728	biological_process
GO:0045730	biological_process
GO:0045732	biological_process
GO:0045736	biological_process
GO:0045737	biological_process
GO:0045738	biological_process
GO:0045739	biological_process
GO:0045740	biological_process
